,Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
283,Volkswagen,Mumbai,4,31978.0,Petrol,Manual,First,16,1198,73.9,5,,3.89
284,Maruti,Hyderabad,8,70000.0,Petrol,Manual,First,20,998,67.1,5,,2.1
285,Honda,Mumbai,2,15000.0,Petrol,Automatic,First,18,1497,117.3,5,16.67 Lakh,12.69
286,Tata,Coimbatore,6,59138.0,Diesel,Manual,First,17,1405,70.0,5,,2.58
287,Audi,Kochi,5,61726.0,Diesel,Automatic,First,17,1968,174.33,5,,20.77
288,Mercedes-Benz,Delhi,4,48000.0,Diesel,Automatic,First,17,2143,136.0,5,,20.26
289,Maruti,Hyderabad,5,77815.0,Petrol,Automatic,First,23,998,67.04,5,,4.25
290,Mercedes-Benz,Hyderabad,2,29000.0,Diesel,Automatic,First,17,2143,201.15,5,79.43 Lakh,57.0
291,Other_Luxury,Delhi,2,44000.0,Diesel,Automatic,First,12,2179,187.7,5,,44.0
292,Volkswagen,Hyderabad,8,108626.0,Diesel,Manual,First,20,1598,103.6,5,,3.65
293,Maruti,Hyderabad,7,71791.0,Petrol,Manual,First,14,796,35.0,5,,2.05
294,Honda,Kochi,7,91931.0,Petrol,Manual,First,18,1198,86.8,5,6.62 Lakh,3.13
295,Tata,Pune,7,91183.0,Diesel,Manual,First,18,1248,75.0,5,,2.85
296,Maruti,Delhi,7,65000.0,Petrol,Manual,First,18,998,67.1,5,,2.65
297,Mahindra,Hyderabad,4,88428.0,Diesel,Manual,First,16,2179,140.0,7,,10.6
298,Tata,Pune,11,138000.0,Diesel,Manual,Second,17,1396,70.0,5,,1.25
299,Maruti,Mumbai,1,18000.0,Petrol,Manual,First,16,1373,93.7,7,,8.25
300,Honda,Mumbai,8,60000.0,Petrol,Automatic,First,11,2354,177.6,5,,4.45
301,Maruti,Kolkata,7,48000.0,Diesel,Manual,First,19,1248,73.9,5,,3.7
302,Ford,Hyderabad,10,160000.0,Diesel,Manual,First,17,1399,68.0,5,,2.8
303,Honda,Kolkata,11,40000.0,Petrol,Manual,First,17,1497,78.0,5,,1.8
304,Audi,Kochi,5,51495.0,Diesel,Automatic,First,17,1968,174.33,5,,21.95
305,BMW,Mumbai,8,30000.0,Diesel,Automatic,First,9,2993,313.0,4,,49.0
306,Audi,Coimbatore,2,97430.0,Diesel,Automatic,First,14,2967,245.0,7,1.04 Cr,62.67
307,Hyundai,Pune,7,83000.0,Diesel,Manual,First,23,1396,90.0,5,,5.5
308,Hyundai,Bangalore,10,37000.0,Petrol,Automatic,Third,16,1197,78.9,5,,2.95
309,Honda,Kochi,3,28503.0,Petrol,Automatic,First,19,1199,88.7,5,,6.86
310,Maruti,Hyderabad,4,76496.0,Diesel,Manual,First,25,1248,74.0,5,,6.15
311,Hyundai,Pune,8,79152.0,Petrol,Manual,Second,18,1197,82.85,5,,3.3
312,Volkswagen,Kolkata,8,32000.0,Petrol,Manual,First,16,1198,73.9,5,,2.55
313,Maruti,Ahmedabad,10,35000.0,Petrol,Manual,First,19,796,46.3,5,,1.5
314,Maruti,Chennai,13,56000.0,Petrol,Manual,Second,19,796,46.3,5,,1.4
315,Tata,Pune,7,73000.0,Diesel,Manual,First,21,1248,88.8,5,,3.4
316,Maruti,Pune,7,38000.0,Petrol,Manual,First,19,796,46.3,5,,2.25
317,Skoda,Kolkata,6,170000.0,Diesel,Automatic,First,19,1968,141.0,5,,7.5
318,Toyota,Kolkata,11,80000.0,Petrol,Automatic,First,11,1794,125.0,5,,2.8
319,Hyundai,Coimbatore,3,24973.0,Petrol,Manual,First,18,1197,81.83,5,,7.66
320,Maruti,Chennai,3,45000.0,Diesel,Manual,First,24,1248,88.5,5,9.12 Lakh,7.15
321,Honda,Delhi,9,87430.0,Petrol,Manual,First,17,1497,118.0,5,,3.5
322,Tata,Hyderabad,5,133944.0,Diesel,Manual,Second,18,1248,75.0,5,,3.5
323,Honda,Kolkata,6,57000.0,Diesel,Manual,First,25,1498,98.6,5,,3.45
324,Hyundai,Coimbatore,3,27904.0,Petrol,Manual,First,21,814,55.2,5,,3.55
325,BMW,Kochi,4,30717.0,Diesel,Automatic,Second,21,1995,190.0,5,58.67 Lakh,25.99
326,Hyundai,Bangalore,7,80000.0,Diesel,Manual,First,22,1582,126.32,5,,5.25
327,Tata,Ahmedabad,6,47304.0,Diesel,Manual,First,21,1248,88.8,5,,2.9
328,Skoda,Jaipur,14,100000.0,Petrol,Automatic,First,14,1984,227.0,5,28.37 Lakh,2.05
329,Maruti,Pune,2,30000.0,Petrol,Manual,First,24,998,67.1,5,4.48 Lakh,3.75
330,Ford,Mumbai,5,68000.0,Diesel,Manual,First,22,1498,89.84,5,,6.75
331,Chevrolet,Kolkata,8,21000.0,Petrol,Manual,Second,18,995,62.0,5,,0.95
332,Other_Luxury,Hyderabad,2,21000.0,Diesel,Automatic,First,19,1999,177.0,5,72.64 Lakh,52.0
333,Honda,Jaipur,12,119000.0,Petrol,Manual,Third,13,1997,141.1,5,,3.91
334,Skoda,Kochi,0,13747.0,Petrol,Automatic,First,14,1798,177.46,5,36.15 Lakh,27.3
335,Hyundai,Chennai,10,170000.0,Petrol,Manual,First,20,1197,78.9,5,,2.7
336,Maruti,Delhi,6,70000.0,Diesel,Manual,First,22,1248,74.0,5,,3.5
337,Maruti,Mumbai,3,18000.0,Petrol,Automatic,First,18,1197,83.14,5,,6.2
338,Nissan,Chennai,8,83000.0,Diesel,Manual,First,23,1461,63.1,5,,2.75
339,Maruti,Mumbai,4,130000.0,Diesel,Manual,First,23,1248,74.0,5,,3.25
340,Ford,Pune,7,63400.0,Diesel,Manual,First,17,1399,67.0,5,,3.25
341,Other,Pune,2,8350.0,Petrol,Manual,First,13,1998,192.0,5,44.59 Lakh,35.0
342,Toyota,Kolkata,5,45000.0,Diesel,Manual,First,23,1364,67.05,5,,3.25
343,Maruti,Kolkata,1,26200.0,Petrol,Manual,First,24,796,47.3,5,,2.9
344,Maruti,Bangalore,8,11000.0,Petrol,Manual,Third,18,796,47.0,5,,2.9
345,BMW,Bangalore,10,90000.0,Diesel,Automatic,Second,11,2993,235.0,5,,17.75
346,Nissan,Mumbai,4,74000.0,Petrol,Automatic,Second,11,2496,179.5,5,,8.25
347,Hyundai,Coimbatore,4,37081.0,Petrol,Automatic,First,18,1197,82.0,5,,5.77
348,Maruti,Hyderabad,2,39000.0,Diesel,Manual,First,24,1248,88.5,5,12 Lakh,9.49
349,Audi,Mumbai,11,99000.0,Diesel,Automatic,Third,12,2967,241.4,7,,12.95
350,Mercedes-Benz,Chennai,4,38000.0,Diesel,Automatic,First,17,2143,136.0,5,,20.0
351,Maruti,Chennai,12,72000.0,Petrol,Manual,Third,16,796,37.0,4,,1.0
352,Renault,Chennai,4,93000.0,Diesel,Manual,Second,20,1461,83.8,5,,7.1
353,Toyota,Mumbai,2,5900.0,Diesel,Manual,First,21,1364,87.2,5,,16.5
354,Mercedes-Benz,Chennai,5,25000.0,Diesel,Manual,First,15,2148,170.0,5,,26.0
355,Maruti,Hyderabad,9,68000.0,Diesel,Manual,Second,21,1248,73.9,5,,3.2
356,Honda,Kochi,2,35676.0,Petrol,Automatic,First,16,1497,117.3,7,14.65 Lakh,9.48
357,Hyundai,Kochi,4,74310.0,Diesel,Manual,First,24,1120,71.0,5,,4.0
358,Mercedes-Benz,Jaipur,5,59364.0,Diesel,Automatic,First,14,2143,203.0,5,,26.5
359,Mercedes-Benz,Kochi,5,41380.0,Petrol,Automatic,Second,14,1595,120.7,5,,11.77
360,Mercedes-Benz,Bangalore,2,33900.0,Diesel,Automatic,First,15,2143,204.0,5,,37.0
361,Honda,Mumbai,3,28000.0,Petrol,Manual,First,17,1497,117.3,5,,8.75
362,Honda,Chennai,8,93982.0,Petrol,Manual,First,17,1497,118.0,5,,3.75
363,Hyundai,Pune,9,95000.0,Petrol,Manual,First,16,1599,103.2,5,,2.5
364,Other_Luxury,Mumbai,2,9000.0,Petrol,Automatic,First,13,1999,246.74,5,53.72 Lakh,34.5
365,Honda,Delhi,4,52516.0,Petrol,Manual,First,18,1198,86.7,5,,4.65
366,Other,Bangalore,4,20000.0,Petrol,Automatic,First,18,1598,122.0,4,,32.0
367,Mercedes-Benz,Coimbatore,2,56451.0,Diesel,Automatic,First,13,2987,282.0,5,,62.81
368,Hyundai,Chennai,5,37000.0,Petrol,Manual,First,21,814,55.2,5,,3.25
369,Maruti,Kolkata,5,17400.0,Petrol,Manual,First,20,998,67.04,5,,3.1
370,Maruti,Coimbatore,8,90207.0,Diesel,Manual,First,21,1248,73.9,5,,3.91
371,BMW,Chennai,8,89616.0,Diesel,Automatic,First,16,1995,181.0,5,,11.0
372,Tata,Pune,5,85000.0,Diesel,Manual,First,13,2179,138.03,5,,3.5
373,Audi,Chennai,5,79271.0,Diesel,Automatic,First,20,1968,143.0,5,,16.5
374,Other_Luxury,Hyderabad,7,56000.0,Diesel,Automatic,First,12,2179,187.7,5,,30.0
375,Mercedes-Benz,Pune,9,85001.0,Diesel,Automatic,Second,12,2987,224.0,7,,28.0
376,Other,Hyderabad,1,12000.0,Diesel,Automatic,First,13,2477,175.56,7,33.91 Lakh,28.0
377,Maruti,Jaipur,9,125000.0,Petrol,Manual,First,19,796,46.3,5,,0.92
378,Maruti,Pune,6,53000.0,Petrol,Manual,First,14,1061,64.0,5,,2.75
379,Other_Luxury,Coimbatore,2,34990.0,Diesel,Automatic,First,12,2179,187.7,5,,53.83
380,Hyundai,Pune,8,49768.0,Petrol,Manual,Second,17,1591,121.3,5,,4.95
381,BMW,Hyderabad,6,56000.0,Diesel,Automatic,First,16,2993,218.0,5,,33.5
382,Other_Luxury,Bangalore,6,75000.0,Diesel,Automatic,First,14,2993,270.9,5,,27.95
383,Skoda,Hyderabad,9,57000.0,Petrol,Automatic,First,13,1798,157.75,5,,7.25
384,Audi,Kochi,2,37542.0,Diesel,Automatic,First,15,1968,174.33,5,,25.71
385,Other_Luxury,Coimbatore,5,95649.0,Diesel,Automatic,First,12,2179,187.7,5,,29.67
386,Mercedes-Benz,Jaipur,6,35299.0,Diesel,Automatic,First,14,2143,170.0,5,,19.0
387,Mahindra,Kochi,2,28464.0,Diesel,Manual,First,15,2179,120.0,7,,13.05
388,BMW,Mumbai,4,41000.0,Diesel,Automatic,First,21,1995,190.0,5,60.88 Lakh,25.5
389,Honda,Pune,2,9000.0,Petrol,Manual,First,15,1497,117.3,7,12.51 Lakh,8.5
390,Other_Luxury,Chennai,9,92098.0,Diesel,Automatic,Second,16,2400,215.0,5,,7.25
391,Hyundai,Pune,14,5834.0,Petrol,Manual,First,13,1495,94.0,5,,0.8
392,Hyundai,Jaipur,2,40250.0,Petrol,Manual,First,17,1197,81.86,5,9.74 Lakh,6.9
393,Mercedes-Benz,Coimbatore,1,22397.0,Petrol,Automatic,First,11,2996,367.0,5,95.38 Lakh,70.99
394,Hyundai,Kolkata,4,20800.0,Petrol,Manual,Second,21,814,55.2,5,,2.25
395,Hyundai,Kochi,1,40322.0,Petrol,Manual,First,18,1197,81.86,5,,5.5
396,Honda,Mumbai,6,52576.0,Petrol,Manual,First,13,1493,100.0,5,,4.35
397,Volkswagen,Kolkata,9,55000.0,Petrol,Manual,First,16,1198,73.9,5,,2.25
398,Audi,Mumbai,3,47000.0,Petrol,Automatic,First,15,1798,187.74,5,60.59 Lakh,24.5
399,Hyundai,Coimbatore,2,23163.0,Petrol,Manual,First,15,1591,121.3,5,,12.03
400,Mercedes-Benz,Mumbai,8,50000.0,Petrol,Automatic,Second,11,1796,186.0,5,,8.5
401,Other,Mumbai,5,11900.0,Petrol,Automatic,First,16,1998,189.08,4,44.28 Lakh,28.5
402,Toyota,Bangalore,6,37000.0,Diesel,Manual,First,23,1364,67.04,5,,5.75
403,Honda,Delhi,5,30000.0,Petrol,Manual,Second,19,1198,86.8,5,,3.2
404,Maruti,Coimbatore,1,12831.0,Petrol,Automatic,First,21,1197,83.1,5,,9.89
405,Skoda,Coimbatore,7,143017.0,Diesel,Automatic,First,20,1968,138.1,5,,6.58
406,Hyundai,Kochi,1,13102.0,Petrol,Manual,First,21,814,55.2,5,,4.06
407,Renault,Coimbatore,0,24950.0,Diesel,Manual,First,20,1461,108.45,5,,13.37
408,BMW,Coimbatore,8,57832.0,Diesel,Automatic,First,16,2993,258.0,5,,25.82
409,Maruti,Kochi,3,34267.0,Petrol,Manual,First,22,796,47.3,5,,3.74
410,Other_Luxury,Bangalore,4,33000.0,Diesel,Automatic,Second,16,1984,150.0,5,,22.0
411,Maruti,Ahmedabad,12,55100.0,Petrol,Manual,First,18,998,67.1,5,,1.45
412,Honda,Kolkata,11,40000.0,Petrol,Manual,First,17,1497,78.0,5,,2.0
413,Chevrolet,Kolkata,5,15000.0,Petrol,Manual,First,13,1399,98.79,8,,3.75
414,Mahindra,Coimbatore,3,82756.0,Diesel,Manual,First,15,2523,62.1,7,11.28 Lakh,7.7
415,Hyundai,Hyderabad,5,20600.0,Petrol,Manual,First,21,814,55.2,5,,2.6
416,Hyundai,Coimbatore,2,29952.0,Petrol,Automatic,First,13,1591,121.3,5,,13.77
417,Volkswagen,Mumbai,2,15000.0,Petrol,Manual,Second,16,1598,103.5,5,11.48 Lakh,7.1
418,Honda,Pune,11,61938.0,Petrol,Automatic,Second,12,1799,130.0,5,,2.65
419,Tata,Hyderabad,5,67000.0,Diesel,Manual,First,22,1248,74.0,5,,2.5
420,Mahindra,Kochi,6,61672.0,Diesel,Manual,First,16,2179,140.0,7,,7.53
421,Hyundai,Coimbatore,2,26185.0,Petrol,Manual,First,18,1197,81.83,5,,7.98
422,Audi,Bangalore,5,38000.0,Diesel,Automatic,Second,14,1968,174.3,5,,39.0
423,Maruti,Chennai,8,67000.0,Petrol,Manual,Second,18,1197,85.8,5,,2.25
424,Other,Chennai,9,66000.0,Petrol,Manual,Second,13,1999,114.0,5,,3.85
425,Toyota,Hyderabad,4,80883.0,Diesel,Manual,First,12,2494,102.0,7,,13.5
426,Maruti,Hyderabad,3,80219.0,Diesel,Manual,First,27,793,47.0,5,,3.5
427,Maruti,Delhi,1,12923.0,Diesel,Manual,First,25,1248,88.5,5,11.26 Lakh,8.92
428,Audi,Coimbatore,3,86642.0,Diesel,Automatic,First,15,1968,181.0,5,43.65 Lakh,20.37
429,BMW,Bangalore,3,19235.0,Diesel,Automatic,First,21,1995,190.0,5,62.07 Lakh,36.5
430,Audi,Coimbatore,3,51002.0,Diesel,Automatic,First,11,4134,335.2,7,,48.91
431,Hyundai,Pune,3,6800.0,Petrol,Manual,First,18,1197,81.83,5,,7.2
432,Renault,Hyderabad,7,82749.0,Diesel,Manual,First,19,1461,108.45,5,,5.99
433,Hyundai,Pune,3,51000.0,Diesel,Manual,First,24,1120,71.0,5,,5.25
434,Ford,Delhi,5,31465.0,Diesel,Manual,First,22,1498,89.84,5,,6.5
435,Volkswagen,Hyderabad,6,76476.0,Petrol,Manual,First,16,1198,73.9,5,,4.4
436,Hyundai,Kolkata,2,14000.0,Diesel,Manual,First,24,1120,70.0,5,,4.6
437,Tata,Ahmedabad,6,47000.0,Diesel,Manual,First,21,1248,88.8,5,,2.95
438,Honda,Kolkata,8,48466.0,Petrol,Manual,First,17,1497,118.0,5,,3.26
439,Hyundai,Bangalore,11,46000.0,Petrol,Manual,Second,17,1086,62.1,5,,2.22
440,Toyota,Hyderabad,7,162663.0,Diesel,Manual,First,12,2494,100.0,7,,10.5
441,Maruti,Coimbatore,2,25142.0,Diesel,Manual,First,28,1248,88.5,5,,8.26
442,Toyota,Delhi,6,69000.0,Diesel,Manual,First,12,2982,169.0,7,,14.45
443,Mercedes-Benz,Kochi,1,26405.0,Petrol,Automatic,First,12,1950,191.34,5,86.97 Lakh,51.43
444,Mercedes-Benz,Chennai,5,45000.0,Diesel,Manual,First,15,2148,170.0,5,,23.0
445,Skoda,Kolkata,7,64284.0,Diesel,Manual,First,17,1968,108.49,5,,5.5
446,Hyundai,Delhi,4,27000.0,Petrol,Manual,First,18,1197,82.0,5,,4.5
447,Ford,Hyderabad,1,3678.0,Petrol,Manual,First,18,1196,86.8,5,,6.8
448,Skoda,Mumbai,6,21000.0,Petrol,Manual,First,16,1395,138.02,5,,8.75
449,Renault,Mumbai,4,67000.0,Diesel,Manual,Second,19,1461,83.8,5,,7.0
450,Other_Luxury,Delhi,4,24000.0,Diesel,Automatic,Second,15,1999,177.0,5,,33.5
451,Ford,Chennai,8,75000.0,Diesel,Manual,Second,20,1399,68.0,5,,2.25
452,Ford,Hyderabad,11,170000.0,Diesel,Automatic,Second,12,2953,156.0,7,,4.24
453,Toyota,Coimbatore,2,47198.0,Diesel,Manual,First,12,2982,168.5,7,,28.42
454,Volkswagen,Kolkata,7,52000.0,Diesel,Manual,First,22,1199,73.9,5,,2.75
455,Maruti,Jaipur,8,91000.0,Diesel,Manual,First,23,1248,73.94,5,,3.0
456,Nissan,Pune,6,60000.0,Diesel,Manual,First,23,1461,63.1,5,,3.55
457,Hyundai,Kolkata,6,37873.0,Diesel,Manual,First,22,1582,126.32,5,,4.8
458,BMW,Kolkata,8,31000.0,Petrol,Automatic,First,10,2497,150.0,5,,13.5
459,Mercedes-Benz,Pune,2,129000.0,Diesel,Automatic,First,11,2987,258.0,7,1 Cr,56.0
460,Hyundai,Bangalore,3,32000.0,Diesel,Automatic,First,17,1582,126.2,5,,15.5
461,Hyundai,Jaipur,9,59000.0,Petrol,Manual,Second,19,1086,68.05,5,,2.32
462,Mercedes-Benz,Kochi,3,35437.0,Diesel,Automatic,First,20,2143,136.0,5,,18.58
463,Maruti,Jaipur,5,98000.0,Petrol,Manual,First,16,1373,93.7,7,,5.5
464,Skoda,Chennai,13,72000.0,Diesel,Manual,Second,18,1896,66.0,5,,3.2
465,Honda,Pune,4,79000.0,Petrol,Manual,First,18,1198,86.7,5,,4.0
466,Maruti,Kochi,6,66012.0,Petrol,Manual,First,15,1586,103.3,5,,4.15
467,Honda,Mumbai,5,35000.0,Petrol,Automatic,First,16,1198,86.8,5,,4.25
468,Maruti,Ahmedabad,8,75000.0,Petrol,Manual,First,18,998,67.1,5,,2.6
469,Toyota,Mumbai,11,80000.0,Petrol,Automatic,Second,12,2362,164.7,5,,3.43
470,Chevrolet,Kochi,7,32717.0,Petrol,Manual,First,18,1199,79.4,5,,2.55
471,Toyota,Delhi,2,25000.0,Diesel,Automatic,First,12,2982,168.5,7,,32.0
472,Ford,Mumbai,5,79000.0,Diesel,Manual,First,22,1498,89.84,5,,6.25
473,Maruti,Hyderabad,9,86000.0,Diesel,Manual,Second,17,1248,75.0,5,,3.6
474,Mercedes-Benz,Pune,9,137000.0,Diesel,Automatic,First,13,2987,282.0,5,,18.5
475,Honda,Mumbai,4,25000.0,Petrol,Manual,Second,17,1497,117.3,7,,4.25
476,Hyundai,Mumbai,2,8500.0,Petrol,Manual,Second,18,1197,82.0,5,,4.8
477,Mahindra,Bangalore,4,34000.0,Diesel,Automatic,First,16,2179,140.0,7,,13.0
478,Skoda,Pune,7,41629.0,Petrol,Manual,Second,14,1598,105.0,5,,2.25
479,Hyundai,Hyderabad,10,80227.0,Petrol,Manual,First,17,1086,62.1,5,,2.3
480,Hyundai,Kochi,0,8587.0,Petrol,Manual,First,15,1591,121.3,5,,13.56
481,Mahindra,Delhi,2,30000.0,Diesel,Manual,First,15,1997,120.0,7,,12.25
482,Skoda,Pune,6,64186.0,Diesel,Manual,First,20,1598,103.5,5,,3.76
483,Renault,Coimbatore,4,76427.0,Diesel,Manual,First,19,1461,108.45,5,,8.58
484,BMW,Hyderabad,8,75000.0,Diesel,Automatic,First,11,2993,245.0,5,,27.5
485,Toyota,Coimbatore,6,27075.0,Petrol,Manual,First,17,1496,88.73,5,,4.95
486,Maruti,Ahmedabad,7,30000.0,Petrol,Manual,First,22,998,67.04,5,4.74 Lakh,3.3
487,Hyundai,Chennai,3,69434.0,Petrol,Manual,First,15,1591,121.3,5,14.84 Lakh,8.0
488,Maruti,Jaipur,5,56000.0,Petrol,Manual,First,23,998,67.04,5,,2.79
489,Other_Luxury,Coimbatore,2,49275.0,Diesel,Automatic,First,12,2179,187.7,5,,45.64
490,Chevrolet,Pune,5,8700.0,Petrol,Manual,First,18,1199,76.8,5,,2.55
491,Tata,Ahmedabad,5,18000.0,Petrol,Manual,Second,25,624,37.5,4,,1.0
492,Audi,Coimbatore,2,41041.0,Diesel,Automatic,First,17,1968,174.33,5,,37.56
493,Mercedes-Benz,Kochi,10,80464.0,Diesel,Automatic,Second,11,2987,198.5,5,,9.29
494,Maruti,Kochi,0,20667.0,Petrol,Manual,First,22,1197,81.8,5,,6.37
495,Other,Coimbatore,6,60283.0,Petrol,Manual,First,14,1368,112.0,5,,2.98
496,Maruti,Kochi,2,31696.0,Petrol,Manual,First,20,1197,81.8,5,,5.75
497,Toyota,Hyderabad,9,100000.0,Diesel,Manual,First,11,2982,171.0,7,,13.0
498,Maruti,Mumbai,5,13361.0,Petrol,Manual,First,16,1373,93.7,7,,6.8
499,BMW,Coimbatore,9,48394.0,Petrol,Automatic,First,12,1995,154.0,5,,10.49
500,Maruti,Jaipur,5,47399.0,Petrol,Manual,First,16,1373,93.7,7,,5.6
501,Honda,Mumbai,9,69000.0,Petrol,Automatic,Second,16,1497,118.0,5,,2.85
502,Hyundai,Coimbatore,6,65278.0,Diesel,Manual,First,14,2199,194.3,7,,8.36
503,Tata,Jaipur,14,108000.0,Diesel,Manual,First,17,1405,70.0,5,,1.0
504,Mercedes-Benz,Kolkata,9,50645.0,Petrol,Automatic,Second,10,2497,204.0,5,,10.75
505,Maruti,Hyderabad,8,130002.0,Diesel,Manual,First,19,1248,73.9,5,,3.85
506,Ford,Hyderabad,7,107000.0,Diesel,Manual,First,17,1399,67.0,5,,3.0
507,Honda,Coimbatore,4,41950.0,Petrol,Automatic,First,18,1497,117.3,5,,9.6
508,Toyota,Delhi,7,109000.0,Diesel,Manual,First,13,2982,168.5,7,,13.25
509,Honda,Mumbai,3,9000.0,Petrol,Manual,First,18,1198,86.7,5,,5.75
510,Hyundai,Delhi,5,43900.0,Diesel,Manual,First,22,1396,88.73,5,,6.75
511,Chevrolet,Bangalore,6,64000.0,Diesel,Manual,Second,18,1248,73.8,7,,4.85
512,Maruti,Mumbai,10,77652.0,Petrol,Automatic,First,12,1586,103.2,5,,2.85
513,Toyota,Mumbai,7,55000.0,Diesel,Manual,First,12,2494,100.0,7,,9.51
514,BMW,Ahmedabad,7,59900.0,Diesel,Automatic,Second,18,1995,177.0,5,,18.5
515,Renault,Delhi,4,73539.0,Diesel,Manual,First,19,1461,108.45,5,,6.75
516,BMW,Coimbatore,2,31645.0,Diesel,Automatic,First,20,1995,190.0,5,48.18 Lakh,29.4
517,Honda,Kochi,10,69690.0,Petrol,Manual,First,17,1497,78.0,5,,3.29
518,Maruti,Delhi,3,41000.0,Diesel,Manual,First,28,1248,88.5,5,,9.5
519,Maruti,Pune,9,109200.0,Petrol,Manual,Second,17,1298,85.8,5,,2.2
520,Mahindra,Pune,7,80000.0,Diesel,Manual,First,15,2179,140.0,7,,6.5
521,Honda,Ahmedabad,12,51000.0,Petrol,Manual,First,13,1799,130.0,5,,4.9
522,Maruti,Pune,6,105000.0,Diesel,Manual,Second,25,1248,88.5,7,12.34 Lakh,6.75
523,Toyota,Chennai,6,170000.0,Diesel,Manual,First,23,1364,67.04,5,,3.8
524,Audi,Delhi,6,12100.0,Petrol,Automatic,First,9,1984,207.8,2,,29.5
525,Skoda,Hyderabad,2,31000.0,Diesel,Manual,First,21,1498,108.4,5,15.38 Lakh,10.5
526,Volkswagen,Hyderabad,4,50000.0,Diesel,Manual,First,20,1498,88.8,5,,6.2
527,Skoda,Jaipur,10,48000.0,Diesel,Automatic,First,17,1896,105.0,5,,5.0
528,Mahindra,Chennai,12,35000.0,Diesel,Manual,First,19,1461,65.0,5,,2.3
529,Toyota,Ahmedabad,3,100200.0,Diesel,Automatic,First,11,2755,171.5,7,19.21 Lakh,17.0
530,BMW,Bangalore,5,47000.0,Diesel,Automatic,First,18,1995,184.0,5,,25.5
531,Honda,Jaipur,4,63642.0,Diesel,Manual,First,27,1498,98.6,5,,5.65
532,Honda,Kochi,4,62550.0,Diesel,Manual,First,25,1498,98.6,5,,5.6
533,Other_Luxury,Kochi,4,37340.0,Diesel,Automatic,First,16,2179,187.7,5,,29.98
534,Maruti,Coimbatore,3,38461.0,Diesel,Manual,First,26,1248,74.0,5,,7.39
535,Other_Luxury,Jaipur,1,29000.0,Diesel,Manual,First,17,1956,170.0,5,22.95 Lakh,19.0
536,Toyota,Pune,9,31000.0,Petrol,Manual,First,12,1794,132.0,5,,5.0
537,Honda,Kolkata,8,42086.0,Petrol,Manual,First,17,1497,118.0,5,,3.35
538,Maruti,Chennai,6,49000.0,Petrol,Manual,First,18,1197,85.8,5,,4.45
539,Hyundai,Coimbatore,0,77240.0,Diesel,Automatic,First,22,1582,126.32,5,,8.31
540,Mahindra,Jaipur,7,105000.0,Diesel,Manual,Second,15,2523,62.1,7,11.15 Lakh,6.0
541,Maruti,Chennai,5,35000.0,Diesel,Manual,First,22,1248,74.0,5,,5.25
542,Audi,Hyderabad,7,170000.0,Diesel,Automatic,First,17,1968,174.33,5,,12.3
543,Volkswagen,Coimbatore,1,33558.0,Diesel,Manual,First,20,1498,88.0,5,10.32 Lakh,8.12
544,Mahindra,Coimbatore,7,60271.0,Diesel,Manual,First,13,2523,63.0,7,,6.12
545,Honda,Coimbatore,2,45366.0,Diesel,Manual,First,25,1498,98.6,5,,10.88
546,Chevrolet,Kolkata,5,9500.0,Petrol,Manual,First,18,1199,82.5,5,,3.5
547,Hyundai,Kochi,3,42362.0,Petrol,Manual,First,18,1197,81.83,5,,6.15
548,BMW,Chennai,3,21000.0,Diesel,Automatic,First,17,1995,184.0,5,,33.0
549,BMW,Mumbai,7,15200.0,Diesel,Automatic,First,15,1995,177.0,5,,13.5
550,Toyota,Mumbai,4,43690.0,Diesel,Automatic,First,12,2982,168.5,7,,17.11
551,Audi,Kochi,5,79926.0,Diesel,Automatic,First,11,4134,335.2,7,,29.77
552,Maruti,Kolkata,6,53073.0,Diesel,Manual,First,20,1248,88.76,7,,5.95
553,Hyundai,Bangalore,4,59000.0,Petrol,Manual,First,18,1197,80.0,5,,5.75
554,Mercedes-Benz,Bangalore,13,47088.0,Petrol,Automatic,Second,10,3498,364.9,5,,19.0
555,Renault,Ahmedabad,5,55000.0,Diesel,Manual,First,20,1461,83.8,5,,4.75
556,Mahindra,Hyderabad,6,80430.0,Diesel,Manual,Second,17,1493,100.0,7,,3.3
557,Toyota,Delhi,6,71932.0,Diesel,Automatic,First,12,2982,168.5,7,,16.5
558,BMW,Mumbai,5,19000.0,Diesel,Automatic,First,15,2993,258.0,7,,44.0
559,Maruti,Hyderabad,8,81759.0,Diesel,Manual,First,19,1248,73.9,5,,4.39
560,Maruti,Kochi,1,52010.0,Diesel,Manual,First,25,1248,74.0,5,,6.2
561,Audi,Kochi,3,58953.0,Petrol,Automatic,First,13,1984,177.01,5,,24.22
562,Other,Mumbai,11,93000.0,Diesel,Manual,Third,10,2835,107.2,6,,5.45
563,Other_Luxury,Delhi,3,10000.0,Diesel,Automatic,First,16,2179,187.7,5,,44.0
564,Toyota,Coimbatore,0,40674.0,Diesel,Automatic,First,11,2755,171.5,7,28.05 Lakh,24.82
565,Skoda,Mumbai,4,50000.0,Diesel,Automatic,First,19,1968,141.0,5,,11.69
566,Toyota,Bangalore,1,1331.0,Petrol,Automatic,First,14,1798,138.03,5,,20.0
567,Maruti,Pune,9,60000.0,Petrol,Manual,First,19,796,35.0,8,,1.45
